timestamp,nombre_vino,url,precio_eur,posicion,session_id
2025-07-16 09:55:54,"Bodegas FrontonioParcela La Cerqueta Garnacha 2021Valdejalón, EspañaGood Value4,2246 valoraciones54,20 €",https://www.vivino.com/frontonio-parcela-la-cerqueta-garnacha/w/9078244?year=2021&price_id=37528069,54.2,1,20250716_095554
2025-07-16 09:55:54,"Bodegas AragonesasFagus de Coto de Hayas Garnacha 2022Aragón, EspañaGreat Value4,260 valoraciones19,95 €",https://www.vivino.com/bodegas-aragonesas-fagus-de-coto-de-hayas-garnacha/w/1206543?year=2022&price_id=38167301,19.95,2,20250716_095554
2025-07-16 09:55:54,"Las PedrerasLos Arroyuelos 2023Castilla y León, EspañaGreat Value4,237 valoraciones22,50 €",https://www.vivino.com/las-pedreras-los-arroyuelos/w/9787667?year=2023&price_id=38807253,22.5,3,20250716_095554
2025-07-16 09:55:54,"PuiggrosSentits Negres Vinyes Velles Garnatxa Negra 2017Cataluña, EspañaGreat Value4,231 valoraciones20 €",https://www.vivino.com/puiggros-sentits-negres-vinyes-velles-garnatxa-negra/w/1213863?year=2017&price_id=31602358,20.0,4,20250716_095554
2025-07-16 09:55:54,"Las Moradas de San MartínLibro Once. Las Luces 2011Madrid, España  4,2139 valoraciones37 €",https://www.vivino.com/las-moradas-de-san-martin-libro-once-las-luces/w/10287905?year=2011&price_id=34212379,37.0,5,20250716_095554
2025-07-16 09:55:54,"Alto HorizonteAlto de la Cruz Garnacha 2021Madrid, EspañaGreat Value4,2255 valoraciones28,50 €",https://www.vivino.com/alto-horizonte-alto-de-la-cruz-garnacha/w/6910178?year=2021&price_id=36486174,28.5,6,20250716_095554
2025-07-16 09:55:54,"Rico NuevoLa Quebrá 2020Castilla y León, EspañaGood Value4,294 valoraciones55 €",https://www.vivino.com/rico-nuevo-la-quebra/w/8782323?year=2020&price_id=33740209,55.0,7,20250716_095554
2025-07-16 09:55:54,"MorcaFlor de Morca 2023Campo de Borja, EspañaAmazing Value!4,2320 valoraciones8,70 €",https://www.vivino.com/morca-flor-de-morca/w/5792926?year=2023&price_id=35810224,8.7,8,20250716_095554
2025-07-16 09:55:54,"Ahorra 16%Pago Los BalancinesBarbas de gata 2019Extremadura, EspañaGood Value4,2335 valoraciones29,50 €35,50 €",https://www.vivino.com/pago-los-balancines-barbas-de-gata/w/8048744?year=2019&price_id=38613422,29.5,9,20250716_095554
2025-07-16 09:55:54,"Bodegas CareFinca Bancales Viñas Viejas Garnacha 2021Cariñena, EspañaGreat Value4,1379 valoraciones12,66 €",https://www.vivino.com/bodegas-care-finca-bancales-vinas-viejas-garnacha/w/2427372?year=2021&price_id=38759603,12.66,10,20250716_095554
2025-07-16 09:55:54,"El ReventónLa Reina 2022Madrid, España4,1104 valoraciones33 €",https://www.vivino.com/el-reventon-la-reina/w/12148142?year=2022&price_id=38982024,33.0,11,20250716_095554
2025-07-16 09:55:54,"Bodegas AragonesasFagus de Coto de Hayas Garnacha 2021Aragón, EspañaGreat Value4,1134 valoraciones19,78 €",https://www.vivino.com/bodegas-aragonesas-fagus-de-coto-de-hayas-garnacha/w/1206543?year=2021&price_id=39402050,19.78,12,20250716_095554
2025-07-16 09:55:54,"OlivardotsVd’O 5 Garnatxa - Sorra 2018Empordà, España  4,1128 valoraciones31,75 €",https://www.vivino.com/olivardots-vd-o-5-garnatxa-sorra/w/2580005?year=2018&price_id=28554825,31.75,13,20250716_095554
2025-07-16 09:55:54,"Abadia de PobletEl Tossal de la Salut 2018Conca de Barberà, EspañaGood Value4,1238 valoraciones39,23 €",https://www.vivino.com/abadia-de-poblet-el-tossal-de-la-salut/w/7041855?year=2018&price_id=35995902,39.23,14,20250716_095554
2025-07-16 09:55:54,"EspeltLes Elies Lledoner Negre 2020Cataluña, EspañaGood Value4,1117 valoraciones30,06 €",https://www.vivino.com/es-espelt-les-elies-lledoner-negre/w/7756793?year=2020&price_id=37424932,30.06,15,20250716_095554
2025-07-16 09:56:45,"Bodegas FrontonioParcela La Cerqueta Garnacha 2021Valdejalón, EspañaGood Value4,2246 valoraciones54,20 €",https://www.vivino.com/frontonio-parcela-la-cerqueta-garnacha/w/9078244?year=2021&price_id=37528069,54.2,1,20250716_095645
2025-07-16 09:56:45,"Bodegas AragonesasFagus de Coto de Hayas Garnacha 2022Aragón, EspañaGreat Value4,260 valoraciones19,95 €",https://www.vivino.com/bodegas-aragonesas-fagus-de-coto-de-hayas-garnacha/w/1206543?year=2022&price_id=38167301,19.95,2,20250716_095645
2025-07-16 09:56:45,"PuiggrosSentits Negres Vinyes Velles Garnatxa Negra 2017Cataluña, EspañaGreat Value4,231 valoraciones20 €",https://www.vivino.com/puiggros-sentits-negres-vinyes-velles-garnatxa-negra/w/1213863?year=2017&price_id=31602358,20.0,3,20250716_095645
2025-07-16 09:56:45,"Las PedrerasLos Arroyuelos 2023Castilla y León, EspañaGreat Value4,237 valoraciones22,50 €",https://www.vivino.com/las-pedreras-los-arroyuelos/w/9787667?year=2023&price_id=38807253,22.5,4,20250716_095645
2025-07-16 09:56:45,"Las Moradas de San MartínLibro Once. Las Luces 2011Madrid, España  4,2139 valoraciones37 €",https://www.vivino.com/las-moradas-de-san-martin-libro-once-las-luces/w/10287905?year=2011&price_id=34212379,37.0,5,20250716_095645
2025-07-16 09:56:45,"Alto HorizonteAlto de la Cruz Garnacha 2021Madrid, EspañaGreat Value4,2255 valoraciones28,50 €",https://www.vivino.com/alto-horizonte-alto-de-la-cruz-garnacha/w/6910178?year=2021&price_id=36486174,28.5,6,20250716_095645
2025-07-16 09:56:45,"Rico NuevoLa Quebrá 2020Castilla y León, EspañaGood Value4,294 valoraciones55 €",https://www.vivino.com/rico-nuevo-la-quebra/w/8782323?year=2020&price_id=33740209,55.0,7,20250716_095645
2025-07-16 09:56:45,"MorcaFlor de Morca 2023Campo de Borja, EspañaAmazing Value!4,2320 valoraciones8,70 €",https://www.vivino.com/morca-flor-de-morca/w/5792926?year=2023&price_id=35810224,8.7,8,20250716_095645
2025-07-16 09:56:45,"Ahorra 16%Pago Los BalancinesBarbas de gata 2019Extremadura, EspañaGood Value4,2335 valoraciones29,50 €35,50 €",https://www.vivino.com/pago-los-balancines-barbas-de-gata/w/8048744?year=2019&price_id=38613422,29.5,9,20250716_095645
2025-07-16 09:56:45,"Bodegas CareFinca Bancales Viñas Viejas Garnacha 2021Cariñena, EspañaGreat Value4,1379 valoraciones12,66 €",https://www.vivino.com/bodegas-care-finca-bancales-vinas-viejas-garnacha/w/2427372?year=2021&price_id=38759603,12.66,10,20250716_095645
2025-07-16 09:56:45,"El ReventónLa Reina 2022Madrid, España4,1104 valoraciones33 €",https://www.vivino.com/el-reventon-la-reina/w/12148142?year=2022&price_id=38982024,33.0,11,20250716_095645
2025-07-16 09:56:45,"Bodegas AragonesasFagus de Coto de Hayas Garnacha 2021Aragón, EspañaGreat Value4,1134 valoraciones19,78 €",https://www.vivino.com/bodegas-aragonesas-fagus-de-coto-de-hayas-garnacha/w/1206543?year=2021&price_id=39402050,19.78,12,20250716_095645
2025-07-16 09:56:45,"OlivardotsVd’O 5 Garnatxa - Sorra 2018Empordà, España  4,1128 valoraciones31,75 €",https://www.vivino.com/olivardots-vd-o-5-garnatxa-sorra/w/2580005?year=2018&price_id=28554825,31.75,13,20250716_095645
2025-07-16 09:56:45,"EspeltLes Elies Lledoner Negre 2020Cataluña, EspañaGood Value4,1117 valoraciones30,06 €",https://www.vivino.com/es-espelt-les-elies-lledoner-negre/w/7756793?year=2020&price_id=37424932,30.06,14,20250716_095645
2025-07-16 09:56:45,"Abadia de PobletEl Tossal de la Salut 2018Conca de Barberà, EspañaGood Value4,1238 valoraciones39,23 €",https://www.vivino.com/abadia-de-poblet-el-tossal-de-la-salut/w/7041855?year=2018&price_id=35995902,39.23,15,20250716_095645
2025-07-16 10:02:08,"Herència AltésLa Xalamera 2017Terra Alta, EspañaGood Value4,139 valoraciones27,90 €",https://www.vivino.com/herencia-altes-la-xalamera-terra-alta/w/6170276?year=2017&price_id=20922078,27.9,1,20250716_100208
2025-07-16 10:02:08,"Viñas del VeroSecastilla 2016Somontano, EspañaCosecha más antigua disponible4,151 valoraciones33,90 €",https://www.vivino.com/vinas-del-vero-secastilla/w/1158235?year=2016&price_id=25421069,33.9,2,20250716_100208
2025-07-16 10:02:08,"AltavinsVinerel.Les Garnatxa Peluda 2023Terra Alta, EspañaGood Value4,146 valoraciones22,25 €",https://www.vivino.com/altavins-vinerel-les-garnatxa-peluda/w/11471752?year=2023&price_id=39308500,22.25,3,20250716_100208
2025-07-16 10:02:08,"Cuevas de AromOS Cantals 2021Campo de Borja, EspañaGood Value4,1427 valoraciones42,21 €",https://www.vivino.com/cuevas-de-arom-os-cantals/w/5796944?year=2021&price_id=34502822,42.21,4,20250716_100208
2025-07-16 10:02:08,"Bodegas AtecaAtteca Garnacha (Old Vines) 2020Calatayud, EspañaGreat Value4,1608 valoraciones14,46 €",https://www.vivino.com/bodegas-ateca-atteca-garnacha-old-vines/w/1183710?year=2020&price_id=38449392,14.46,5,20250716_100208
2025-07-16 10:02:08,"Soto y ManriqueAlto de la Estrella 2021Castilla y León, España4,1118 valoraciones32 €",https://www.vivino.com/soto-y-manrique-alto-de-la-estrella/w/9110384?year=2021&price_id=38500087,32.0,6,20250716_100208
2025-07-16 10:02:08,"BrecaGarnacha 2021Calatayud, EspañaGreat Value4,182 valoraciones14,10 €",https://www.vivino.com/breca-garnacha-calatayud/w/1370945?year=2021&price_id=38561559,14.1,7,20250716_100208
2025-07-16 10:02:08,"Vinyes TortugaHunky Dory 2019Cataluña, EspañaGood Value4,188 valoraciones43,95 €",https://www.vivino.com/vinyes-tortuga-hunky-dory/w/7450443?year=2019&price_id=33825942,43.95,8,20250716_100208
2025-07-16 10:02:08,"Bodegas Paco MuleroGarnacha 2021Calatayud, EspañaGreat Value4,191 valoraciones10,90 €",https://www.vivino.com/bodegas-paco-mulero-garnacha/w/8995715?year=2021&price_id=35422551,10.9,9,20250716_100208
2025-07-16 10:02:08,"ParticularGarnacha Viñas Centenarias 2022Cariñena, EspañaGreat Value4,12548 valoraciones14,80 €",https://www.vivino.com/particular-es-garnacha-vinas-centenarias/w/2338003?year=2022&price_id=38799328,14.8,10,20250716_100208
2025-07-16 10:02:08,"Gil PejenauteTabuca 2023Campo de Borja, EspañaGreat Value4,1318 valoraciones20,50 €",https://www.vivino.com/gil-pejenaute-tabuca/w/10428248?year=2023&price_id=39171060,20.5,11,20250716_100208
2025-07-16 10:02:08,"Terra RemotaCamino 2021Empordà, España  4,1147 valoraciones38,80 €",https://www.vivino.com/terra-remota-camino/w/1222476?year=2021&price_id=38859603,38.8,12,20250716_100208
2025-07-16 10:02:08,"Vinos DivertidosCamino A Pardos Garnacha Viñas Viejas 80 Old Vines 2022Calatayud, EspañaGreat Value4,1384 valoraciones12,90 €",https://www.vivino.com/vinos-divertidos-camino-a-pardos-garnacha-vinas-viejas-80-old-vines/w/9894859?year=2022&price_id=39306606,12.9,13,20250716_100208
2025-07-16 10:02:08,"Pagos del MoncayoPrados Colección Garnacha 2021Campo de Borja, EspañaGreat Value4,1181 valoraciones14,90 €",https://www.vivino.com/pagos-del-moncayo-prados-coleccion-garnacha/w/5409799?year=2021&price_id=34084953,14.9,14,20250716_100208
2025-07-16 10:02:08,"Carlos RubenAntonio Antonia 2017Aragón, EspañaGood Value4,158 valoraciones24,95 €",https://www.vivino.com/carlos-ruben-antonio-antonia/w/7256945?year=2017&price_id=27201047,24.95,15,20250716_100208
