timestamp,session_id,categoria_busqueda,posicion,posicion_global,nombre_completo,url,precio_eur,precio_original,descuento,bodega,region,año,rating,num_reviews,categoria_calidad,tipo_vino,disponibilidad
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,1,1,"MorcaGarnacha 2019Campo de Borja,EspañaGreat Value4,5265 valoraciones34,95 €",https://www.vivino.com/morca-garnacha/w/5248344?year=2019&price_id=29492416,34.95,,,MorcaGarnacha 2019Campo,Campo de Borja,2019,4.526,5,Great Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,2,1,"Bodegas AtecaAtteca Armas Garnacha Old Vines 2021Calatayud,EspañaGreat Value4,4181 valoraciones34,20 €4,5Excelente opción muy recomendableIker Calderon (354 valoraciones)May 5, 2025503Cargar comentarios anteriores",https://www.vivino.com/bodegas-ateca-atteca-armas-garnacha-old-vines/w/1204799?year=2021&price_id=34022126,34.2,,,Bodegas AtecaAtteca,Calatayud,2021,4.418,1,Great Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,3,1,"AtalayaAlaya Tierra 2022Almansa,EspañaAmazing Value!4,4410 valoraciones23,35 €",https://www.vivino.com/atalaya-almansa-alaya-tierra-almansa/w/3772025?year=2022&price_id=37783562,23.35,,,AtalayaAlaya Tierra,España,2022,4.441,,Amazing Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,4,1,"Ahorra7%MorcaGodina Garnacha 2022Campo de Borja,EspañaAmazing Value!4,4203 valoraciones18,50 €19,90 €",https://www.vivino.com/morca-godina-garnacha/w/5056642?year=2022&price_id=37554208,18.5,,,Ahorra7%MorcaGodina Garnacha,Campo de Borja,2022,4.42,3,Amazing Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,5,1,"MorcaGarnacha 2022Campo de Borja,EspañaGreat Value4,4114 valoraciones32,60 €",https://www.vivino.com/morca-garnacha/w/5248344?year=2022&price_id=38720217,32.6,,,MorcaGarnacha 2022Campo,Campo de Borja,2022,4.411,4,Great Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,6,1,"MorcaGarnacha 2021Campo de Borja,EspañaGreat Value4,4247 valoraciones36,85 €",https://www.vivino.com/morca-garnacha/w/5248344?year=2021&price_id=35337191,36.85,,,MorcaGarnacha 2021Campo,Campo de Borja,2021,4.424,7,Great Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,7,1,"Bodegas AtecaAtteca Armas Garnacha Old Vines 2022Calatayud,EspañaGreat Value4,43465 valoraciones36,70 €",https://www.vivino.com/bodegas-ateca-atteca-armas-garnacha-old-vines/w/1204799?year=2022&price_id=39124003,36.7,,,Bodegas AtecaAtteca,Calatayud,2022,4.4346,5,Great Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,8,1,"Alto MoncayoGarnacha 2021Campo de Borja,EspañaGood Value4,3232 valoraciones34,90 €",https://www.vivino.com/alto-moncayo-garnacha/w/98782?year=2021&price_id=35645848,34.9,,,Alto MoncayoGarnacha,Campo de Borja,2021,4.323,2,Good Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,9,1,"AtalayaAlaya Tierra 2021Almansa,EspañaGreat Value4,31006 valoraciones31,95 €",https://www.vivino.com/atalaya-almansa-alaya-tierra-almansa/w/3772025?year=2021&price_id=33111856,31.95,,,AtalayaAlaya Tierra,España,2021,4.31,6,Great Value,Tinto,Disponible
2025-07-16 12:57:43,20250716_125646,Ribera del Duero,10,1,"Comando GRozas Vino de Pueblo 2023Madrid,EspañaGood Value4,259 valoraciones44,98 €",https://www.vivino.com/comando-g-rozas-vino-de-pueblo-comunidad-de-madrid/w/12134241?year=2023&price_id=38488243,44.98,,,Comando GRozas,Madrid,2023,4.25,9,Good Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,1,11,"Comando GNavatalgordo 2023Madrid,EspañaGreat Value4,261 valoraciones41,76 €",https://www.vivino.com/comando-g-navatalgordo-comunidad-de-madrid/w/12166125?year=2023&price_id=38460435,41.76,,,Comando GNavatalgordo,Madrid,2023,4.26,1,Great Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,2,11,"Alto MoncayoVeraton Garnacha 2020Campo de Borja,EspañaGreat Value4,2621 valoraciones27,01 €",https://www.vivino.com/alto-moncayo-veraton-garnacha/w/98783?year=2020&price_id=37939554,27.01,,,Alto MoncayoVeraton,Campo de Borja,2020,4.262,1,Great Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,3,11,"EdetàriaFinca La Genuïna 2020Terra Alta,EspañaGreat Value4,2144 valoraciones39,30 €",https://www.vivino.com/edetaria-finca-la-genuina/w/4763676?year=2020&price_id=37486516,39.3,,,EdetàriaFinca,Terra Alta,2020,4.214,4,Great Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,4,11,"Parés BaltàGarnatxa Hisenda Miret 2021Penedès,EspañaGreat Value4,255 valoraciones27,40 €",https://www.vivino.com/pares-balta-garnatxa-hisenda-miret/w/1670099?year=2021&price_id=38072651,27.4,,,Parés BaltàGarnatxa,Penedès,2021,4.25,5,Great Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,5,11,"Alto MoncayoVeraton Garnacha 2021Campo de Borja,EspañaGood Value4,2206 valoraciones23 €",https://www.vivino.com/alto-moncayo-veraton-garnacha/w/98783?year=2021&price_id=37806466,23.0,,,Alto MoncayoVeraton,Campo de Borja,2021,4.22,6,Good Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,6,11,"Castillo PereladaEmpordà Aires de Garbet 2020Empordà,EspañaGood Value4,263 valoraciones48,40 €",https://www.vivino.com/castillo-perelada-emporda-aires-de-garbet/w/3309635?year=2020&price_id=37143653,48.4,,,Castillo PereladaEmpordà,Empordà,2020,4.26,3,Good Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,7,11,"AltavinsSelecció Red 2020Terra Alta,EspañaGood Value4,2132 valoraciones32,50 €",https://www.vivino.com/altavins-seleccio-red/w/7118207?year=2020&price_id=36811730,32.5,,,AltavinsSelecció Red,Terra Alta,2020,4.213,2,Good Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,8,11,"Bodegas FrontonioParcela La Cerqueta Garnacha 2020Valdejalón,EspañaGood Value4,237 valoraciones54,20 €",https://www.vivino.com/frontonio-parcela-la-cerqueta-garnacha/w/9078244?year=2020&price_id=33482789,54.2,,,Bodegas FrontonioParcela,Valdejalón,2020,4.23,7,Good Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,9,11,"BrecaBrega Garnacha 2020Calatayud,EspañaGood Value4,267 valoraciones32,90 €",https://www.vivino.com/breca-brega-garnacha/w/5526694?year=2020&price_id=36871459,32.9,,,BrecaBrega Garnacha,Calatayud,2020,4.26,7,Good Value,Tinto,Disponible
2025-07-16 12:58:10,20250716_125646,Catalunya Moderna,10,11,"Pago Los BalancinesBarbas de gata 2018Extremadura,EspañaGood Value4,249 valoraciones30,78 €",https://www.vivino.com/pago-los-balancines-barbas-de-gata/w/8048744?year=2018&price_id=33586980,30.78,,,Pago Los,España,2018,4.24,9,Good Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,1,21,"MorcaFlor de Morca 2023Campo de Borja,EspañaAmazing Value!4,2320 valoraciones8,70 €",https://www.vivino.com/morca-flor-de-morca/w/5792926?year=2023&price_id=35810224,8.7,,,MorcaFlor,Campo de Borja,2023,4.232,,Amazing Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,2,21,"Bodegas CareFinca Bancales Viñas Viejas Garnacha 2021Cariñena,EspañaGreat Value4,1379 valoraciones12,66 €",https://www.vivino.com/bodegas-care-finca-bancales-vinas-viejas-garnacha/w/2427372?year=2021&price_id=38759603,12.66,,,Bodegas CareFinca,Cariñena,2021,4.137,9,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,3,21,"Bodegas AtecaAtteca Garnacha (Old Vines) 2021Calatayud,EspañaGreat Value4,1355 valoraciones12,65 €",https://www.vivino.com/bodegas-ateca-atteca-garnacha-old-vines/w/1183710?year=2021&price_id=37818400,12.65,,,Bodegas AtecaAtteca,Calatayud,2021,4.135,5,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,4,21,"Bodegas AtecaAtteca Garnacha (Old Vines) 2020Calatayud,EspañaGreat Value4,1608 valoraciones14,46 €",https://www.vivino.com/bodegas-ateca-atteca-garnacha-old-vines/w/1183710?year=2020&price_id=38449392,14.46,,,Bodegas AtecaAtteca,Calatayud,2020,4.16,8,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,5,21,"Bodegas Paco MuleroGarnacha 2021Calatayud,EspañaGreat Value4,191 valoraciones10,90 €",https://www.vivino.com/bodegas-paco-mulero-garnacha/w/8995715?year=2021&price_id=35422551,10.9,,,Bodegas Paco,Calatayud,2021,4.19,1,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,6,21,"BrecaGarnacha 2021Calatayud,EspañaGreat Value4,182 valoraciones14,10 €",https://www.vivino.com/breca-garnacha-calatayud/w/1370945?year=2021&price_id=38561559,14.1,,,BrecaGarnacha,Calatayud,2021,4.18,2,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,7,21,"ParticularGarnacha Viñas Centenarias 2022Cariñena,EspañaGreat Value4,12548 valoraciones14,80 €",https://www.vivino.com/particular-es-garnacha-vinas-centenarias/w/2338003?year=2022&price_id=38799328,14.8,,,ParticularGarnacha Viñas,Cariñena,2022,4.1254,8,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,8,21,"Pagos del MoncayoPrados Colección Garnacha 2021Campo de Borja,EspañaGreat Value4,1181 valoraciones14,90 €",https://www.vivino.com/pagos-del-moncayo-prados-coleccion-garnacha/w/5409799?year=2021&price_id=34084953,14.9,,,Pagos del,Campo de Borja,2021,4.118,1,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,9,21,"Vinos DivertidosCamino A Pardos Garnacha Viñas Viejas 80 Old Vines 2022Calatayud,EspañaGreat Value4,1384 valoraciones12,90 €",https://www.vivino.com/vinos-divertidos-camino-a-pardos-garnacha-vinas-viejas-80-old-vines/w/9894859?year=2022&price_id=39306606,12.9,,,Vinos DivertidosCamino,Calatayud,2022,4.138,4,Great Value,Tinto,Disponible
2025-07-16 12:58:39,20250716_125646,Vinos Baratos €5-15,10,21,"ValquejigosoCarpetano Garnacha 2019Madrid,EspañaGreat Value4,1147 valoraciones14,95 €",https://www.vivino.com/valquejigoso-carpetano-garnacha/w/11316262?year=2019&price_id=31843204,14.95,,,ValquejigosoCarpetano Garnacha,Madrid,2019,4.114,7,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,1,31,"Bodegas AragonesasTerroir Nabulé Garnacha 2019Campo de Borja,EspañaGood Value4,2194 valoraciones25,95 €",https://www.vivino.com/bodegas-aragonesas-terroir-nabule-garnacha/w/10090417?year=2019&price_id=38582029,25.95,,,Bodegas AragonesasTerroir,Campo de Borja,2019,4.219,4,Good Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,2,31,"Terra RemotaCamino 2022Empordà,EspañaGreat Value4,269 valoraciones18,45 €",https://www.vivino.com/terra-remota-camino/w/1222476?year=2022&price_id=38019580,18.45,,,Terra RemotaCamino,Empordà,2022,4.26,9,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,3,31,"Bodegas AragonesasFagus de Coto de Hayas Garnacha 2022Aragón,EspañaGreat Value4,260 valoraciones19,95 €",https://www.vivino.com/bodegas-aragonesas-fagus-de-coto-de-hayas-garnacha/w/1206543?year=2022&price_id=38167301,19.95,,,Bodegas AragonesasFagus,Aragón,2022,4.26,,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,4,31,"PuiggrosSentits Negres Vinyes Velles Garnatxa Negra 2017Cataluña,EspañaGreat Value4,231 valoraciones20 €",https://www.vivino.com/puiggros-sentits-negres-vinyes-velles-garnatxa-negra/w/1213863?year=2017&price_id=31602358,20.0,,,PuiggrosSentits Negres,Cataluña,2017,4.23,1,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,5,31,"Las PedrerasLos Arroyuelos 2023Castilla y León,EspañaGreat Value4,237 valoraciones22,50 €",https://www.vivino.com/las-pedreras-los-arroyuelos/w/9787667?year=2023&price_id=38807253,22.5,,,Las PedrerasLos,Castilla y León,2023,4.23,7,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,6,31,"Alto HorizonteAlto de la Cruz Garnacha 2021Madrid,EspañaGreat Value4,2255 valoraciones28,50 €",https://www.vivino.com/alto-horizonte-alto-de-la-cruz-garnacha/w/6910178?year=2021&price_id=36486174,28.5,,,Alto HorizonteAlto,Madrid,2021,4.225,5,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,7,31,"Ahorra16%Pago Los BalancinesBarbas de gata 2019Extremadura,EspañaGood Value4,2335 valoraciones29,50 €35,50 €",https://www.vivino.com/pago-los-balancines-barbas-de-gata/w/8048744?year=2019&price_id=38613422,29.5,,,Ahorra16%Pago Los,España,2019,4.233,5,Good Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,8,31,"Bodegas AragonesasFagus de Coto de Hayas Garnacha 2021Aragón,EspañaGreat Value4,1134 valoraciones19,78 €",https://www.vivino.com/bodegas-aragonesas-fagus-de-coto-de-hayas-garnacha/w/1206543?year=2021&price_id=39402050,19.78,,,Bodegas AragonesasFagus,Aragón,2021,4.113,4,Great Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,9,31,"Bodega SommosAraia Garnacha 2021Calatayud,EspañaGood Value4,161 valoraciones21,95 €",https://www.vivino.com/bodega-sommos-araia-garnacha/w/11772224?year=2021&price_id=36088227,21.95,,,Bodega SommosAraia,Calatayud,2021,4.16,1,Good Value,Tinto,Disponible
2025-07-16 12:59:07,20250716_125646,Vinos Medios €15-30,10,31,"LagraveraCíclic Negre 2019Costers del Segre,EspañaGood Value4,1178 valoraciones23,90 €",https://www.vivino.com/lagravera-ciclic-negre/w/9309559?year=2019&price_id=39307197,23.9,,,LagraveraCíclic Negre,Costers del Segre,2019,4.117,8,Good Value,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,1,41,"Bodegas FrontonioParcela La Cerqueta Garnacha 2022Valdejalón,EspañaGood Value4,2246 valoraciones54,20 €",https://www.vivino.com/frontonio-parcela-la-cerqueta-garnacha/w/9078244?year=2022&price_id=38820343,54.2,,,Bodegas FrontonioParcela,Valdejalón,2022,4.224,6,Good Value,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,2,41,"Telmo RodriguezPegaso Arrebatacapas 2018Madrid,EspañaGood Value4,227 valoraciones51,90 €",https://www.vivino.com/telmo-rodriguez-pegaso-arrebatacapas/w/8760918?year=2018&price_id=27708202,51.9,,,Telmo RodriguezPegaso,Madrid,2018,4.22,7,Good Value,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,3,41,"Bodegas FrontonioParcela La Cerqueta Garnacha 2021Valdejalón,EspañaGood Value4,2246 valoraciones54,20 €",https://www.vivino.com/frontonio-parcela-la-cerqueta-garnacha/w/9078244?year=2021&price_id=37528069,54.2,,,Bodegas FrontonioParcela,Valdejalón,2021,4.224,6,Good Value,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,4,41,"Las Moradas de San MartínLibro Once. Las Luces 2011Madrid,España4,2139 valoraciones37 €",https://www.vivino.com/las-moradas-de-san-martin-libro-once-las-luces/w/10287905?year=2011&price_id=34212379,37.0,,,Las Moradas,Madrid,2011,4.213,9,,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,5,41,"Rico NuevoLa Quebrá 2020Castilla y León,EspañaGood Value4,294 valoraciones55 €",https://www.vivino.com/rico-nuevo-la-quebra/w/8782323?year=2020&price_id=33740209,55.0,,,Rico NuevoLa,Castilla y León,2020,4.29,4,Good Value,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,6,41,"OlivardotsVd’O 5 Garnatxa - Sorra 2018Empordà,España4,1128 valoraciones31,75 €",https://www.vivino.com/olivardots-vd-o-5-garnatxa-sorra/w/2580005?year=2018&price_id=28554825,31.75,,,OlivardotsVd’O,Empordà,2018,4.112,8,,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,7,41,"El ReventónLa Reina 2022Madrid,España4,1104 valoraciones33 €",https://www.vivino.com/el-reventon-la-reina/w/12148142?year=2022&price_id=38982024,33.0,,,ReventónLa Reina,Madrid,2022,4.11,4,,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,8,41,"Abadia de PobletEl Tossal de la Salut 2018Conca de Barberà,EspañaGood Value4,1238 valoraciones39,23 €",https://www.vivino.com/abadia-de-poblet-el-tossal-de-la-salut/w/7041855?year=2018&price_id=35995902,39.23,,,Abadia,España,2018,4.123,8,Good Value,Tinto,Disponible
2025-07-16 12:59:39,20250716_125646,Vinos Premium €30-60,9,41,"EspeltLes Elies Lledoner Negre 2020Cataluña,EspañaGood Value4,1117 valoraciones30,06 €",https://www.vivino.com/es-espelt-les-elies-lledoner-negre/w/7756793?year=2020&price_id=37424932,30.06,,,EspeltLes Elies,Cataluña,2020,4.111,7,Good Value,Tinto,Disponible
